area_order,area,area_report_label,subarea_order,subarea,acronym,title,level,dblp_key,dblp_conf_url,subarea_notes,classification_status
1,IA / ML,IA / ML,4,Procesamiento del lenguaje natural y habla,NAACL,North American Association for Computational Linguistics,A,naacl,https://dblp.org/db/conf/naacl/,"Lenguaje natural, lingüística computacional, diálogo y procesamiento del habla.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,5,"IA general, planificación y razonamiento",AAAI,National Conference of the American Association for Artificial Intelligence,A*,aaai,https://dblp.org/db/conf/aaai/,"IA general, planificación, representación del conocimiento, razonamiento y búsqueda.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,5,"IA general, planificación y razonamiento",ECAI,European Conference on Artificial Intelligence,A,ecai,https://dblp.org/db/conf/ecai/,"IA general, planificación, representación del conocimiento, razonamiento y búsqueda.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,5,"IA general, planificación y razonamiento",ICAPS,International Conference on Automated Planning and Scheduling,A*,aips,https://dblp.org/db/conf/aips/,"IA general, planificación, representación del conocimiento, razonamiento y búsqueda.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,5,"IA general, planificación y razonamiento",IJCAI,International Joint Conference on Artificial Intelligence,A*,ijcai,https://dblp.org/db/conf/ijcai/,"IA general, planificación, representación del conocimiento, razonamiento y búsqueda.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,5,"IA general, planificación y razonamiento",KR,International Conference on the Principles of Knowledge Representation and Reasoning,A*,kr,https://dblp.org/db/conf/kr/,"IA general, planificación, representación del conocimiento, razonamiento y búsqueda.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,6,"Agentes, recomendación, web social y analítica educativa",AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",A,atal,https://dblp.org/db/conf/atal/,"Sistemas multiagente, recomendación, web social, aprendizaje/analítica educativa.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,6,"Agentes, recomendación, web social y analítica educativa",AIED,International Conference on Artificial Intelligence in Education,A,aied,https://dblp.org/db/conf/aied/,"Sistemas multiagente, recomendación, web social, aprendizaje/analítica educativa.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,6,"Agentes, recomendación, web social y analítica educativa",ICWSM,International Conference on Web and Social Media,A,icwsm,https://dblp.org/db/conf/icwsm/,"Sistemas multiagente, recomendación, web social, aprendizaje/analítica educativa.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,6,"Agentes, recomendación, web social y analítica educativa",LAK,International Conference on Learning Analytics and Knowledge,A,lak,https://dblp.org/db/conf/lak/,"Sistemas multiagente, recomendación, web social, aprendizaje/analítica educativa.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,6,"Agentes, recomendación, web social y analítica educativa",RecSys,ACM International Conference on Recommender Systems,A,recsys,https://dblp.org/db/conf/recsys/,"Sistemas multiagente, recomendación, web social, aprendizaje/analítica educativa.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,7,"Multimedia, minería de datos y aprendizaje aplicado",ACMMM,ACM Multimedia,A*,mm,https://dblp.org/db/conf/mm/,"Multimedia, minería/aprendizaje aplicado, computación evolutiva y optimización heurística.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,7,"Multimedia, minería de datos y aprendizaje aplicado",ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),A,pkdd,https://dblp.org/db/conf/pkdd/,"Multimedia, minería/aprendizaje aplicado, computación evolutiva y optimización heurística.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,7,"Multimedia, minería de datos y aprendizaje aplicado",FOGA,Foundations of Genetic Algorithms,A,foga,https://dblp.org/db/conf/foga/,"Multimedia, minería/aprendizaje aplicado, computación evolutiva y optimización heurística.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,7,"Multimedia, minería de datos y aprendizaje aplicado",GECCO,Genetic and Evolutionary Computations,A,gecco,https://dblp.org/db/conf/gecco/,"Multimedia, minería/aprendizaje aplicado, computación evolutiva y optimización heurística.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,7,"Multimedia, minería de datos y aprendizaje aplicado",ICME,IEEE International Conference on Multimedia and Expo,A,icmcs,https://dblp.org/db/conf/icmcs/,"Multimedia, minería/aprendizaje aplicado, computación evolutiva y optimización heurística.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,7,"Multimedia, minería de datos y aprendizaje aplicado",PPSN,Parallel Problem Solving from Nature,A,ppsn,https://dblp.org/db/conf/ppsn/,"Multimedia, minería/aprendizaje aplicado, computación evolutiva y optimización heurística.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,7,"Multimedia, minería de datos y aprendizaje aplicado",SDM,SIAM International Conference on Data Mining,A,sdm,https://dblp.org/db/conf/sdm/,"Multimedia, minería/aprendizaje aplicado, computación evolutiva y optimización heurística.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,8,Robótica,ICRA,IEEE International Conference on Robotics and Automation,A*,icra,https://dblp.org/db/conf/icra/,"Robótica, percepción/acción, planificación robótica y sistemas autónomos.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
1,IA / ML,IA / ML,8,Robótica,IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,A,iros,https://dblp.org/db/conf/iros/,"Robótica, percepción/acción, planificación robótica y sistemas autónomos.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",9,Arquitectura de computadores y microarquitectura,ASPLOS,Architectural Support for Programming Languages and Operating Systems,A*,asplos,https://dblp.org/db/conf/asplos/,"Arquitectura, microarquitectura y soporte arquitectónico para sistemas y lenguajes.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",9,Arquitectura de computadores y microarquitectura,HPCA,International Symposium on High Performance Computer Architecture,A*,hpca,https://dblp.org/db/conf/hpca/,"Arquitectura, microarquitectura y soporte arquitectónico para sistemas y lenguajes.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",9,Arquitectura de computadores y microarquitectura,ISCA,ACM International Symposium on Computer Architecture,A*,isca,https://dblp.org/db/conf/isca/,"Arquitectura, microarquitectura y soporte arquitectónico para sistemas y lenguajes.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",9,Arquitectura de computadores y microarquitectura,MICRO,International Symposium on Microarchitecture,A*,micro,https://dblp.org/db/conf/micro/,"Arquitectura, microarquitectura y soporte arquitectónico para sistemas y lenguajes.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",10,"Diseño electrónico, hardware y EDA",DAC,Design Automation Conf,A*,dac,https://dblp.org/db/conf/dac/,"Diseño electrónico, EDA, hardware, FPGA, test y eficiencia energética.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",10,"Diseño electrónico, hardware y EDA",DATE,"Design, Automation and Test in Europe Conference",A,date,https://dblp.org/db/conf/date/,"Diseño electrónico, EDA, hardware, FPGA, test y eficiencia energética.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",10,"Diseño electrónico, hardware y EDA",FPGA,ACM Int'l Symposium on Field Programmable Gate Arrays,A,fpga,https://dblp.org/db/conf/fpga/,"Diseño electrónico, EDA, hardware, FPGA, test y eficiencia energética.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",10,"Diseño electrónico, hardware y EDA",ICCAD,IEEE/ACM International Conference on Computer-Aided Design,A,iccad,https://dblp.org/db/conf/iccad/,"Diseño electrónico, EDA, hardware, FPGA, test y eficiencia energética.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",10,"Diseño electrónico, hardware y EDA",ISLPED,IEEE/ACM International Symposium on Low Power Electronics and Design,A,islped,https://dblp.org/db/conf/islped/,"Diseño electrónico, EDA, hardware, FPGA, test y eficiencia energética.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",10,"Diseño electrónico, hardware y EDA",ITC,IEEE International Test Conference,A,itc,https://dblp.org/db/conf/itc/,"Diseño electrónico, EDA, hardware, FPGA, test y eficiencia energética.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",11,"Sistemas operativos, almacenamiento y middleware",EuroSys,Eurosys Conference,A,eurosys,https://dblp.org/db/conf/eurosys/,"Sistemas operativos, almacenamiento, middleware y sistemas experimentales.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",11,"Sistemas operativos, almacenamiento y middleware",FAST,Conference on File and Storage Technologies,A,fast,https://dblp.org/db/conf/fast/,"Sistemas operativos, almacenamiento, middleware y sistemas experimentales.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",11,"Sistemas operativos, almacenamiento y middleware",HotOS,USENIX Workshop on Hot Topics in Operating Systems,A,hotos,https://dblp.org/db/conf/hotos/,"Sistemas operativos, almacenamiento, middleware y sistemas experimentales.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",11,"Sistemas operativos, almacenamiento y middleware",Middleware,ACM/IFIP/USENIX International Middleware Conference,A,middleware,https://dblp.org/db/conf/middleware/,"Sistemas operativos, almacenamiento, middleware y sistemas experimentales.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",11,"Sistemas operativos, almacenamiento y middleware",OSDI,Usenix Symposium on Operating Systems Design and Implementation,A*,osdi,https://dblp.org/db/conf/osdi/,"Sistemas operativos, almacenamiento, middleware y sistemas experimentales.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",11,"Sistemas operativos, almacenamiento y middleware",SOSP,ACM SIGOPS Symposium on Operating Systems Principles,A*,sosp,https://dblp.org/db/conf/sosp/,"Sistemas operativos, almacenamiento, middleware y sistemas experimentales.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",11,"Sistemas operativos, almacenamiento y middleware",USENIX,Usenix Annual Technical Conference,A,usenix,https://dblp.org/db/conf/usenix/,"Sistemas operativos, almacenamiento, middleware y sistemas experimentales.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",12,"HPC, paralelismo y sistemas distribuidos",DISC,International Symposium on Distributed Computing (was WDAG),A,wdag,https://dblp.org/db/conf/wdag/,"Computación de altas prestaciones, paralelismo, concurrencia distribuida y fiabilidad.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",12,"HPC, paralelismo y sistemas distribuidos",DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,A,dsn,https://dblp.org/db/conf/dsn/,"Computación de altas prestaciones, paralelismo, concurrencia distribuida y fiabilidad.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",12,"HPC, paralelismo y sistemas distribuidos",HPDC,ACM International Symposium on High Performance Distributed Computing,A,hpdc,https://dblp.org/db/conf/hpdc/,"Computación de altas prestaciones, paralelismo, concurrencia distribuida y fiabilidad.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",12,"HPC, paralelismo y sistemas distribuidos",ICDCS,International Conference on Distributed Computing Systems,A,icdcs,https://dblp.org/db/conf/icdcs/,"Computación de altas prestaciones, paralelismo, concurrencia distribuida y fiabilidad.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",12,"HPC, paralelismo y sistemas distribuidos",ICS,ACM International Conference on Supercomputing,A,ics,https://dblp.org/db/conf/ics/,"Computación de altas prestaciones, paralelismo, concurrencia distribuida y fiabilidad.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",12,"HPC, paralelismo y sistemas distribuidos",IPDPS,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),A,ipps,https://dblp.org/db/conf/ipps/,"Computación de altas prestaciones, paralelismo, concurrencia distribuida y fiabilidad.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",12,"HPC, paralelismo y sistemas distribuidos",PODC,ACM Symposium on Principles of Distributed Computing,A*,podc,https://dblp.org/db/conf/podc/,"Computación de altas prestaciones, paralelismo, concurrencia distribuida y fiabilidad.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",12,"HPC, paralelismo y sistemas distribuidos",SC,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,sc,https://dblp.org/db/conf/sc/,"Computación de altas prestaciones, paralelismo, concurrencia distribuida y fiabilidad.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",13,"Rendimiento, medición y evaluación de sistemas",SIGMETRICS,Measurement and Modeling of Computer Systems,A*,sigmetrics,https://dblp.org/db/conf/sigmetrics/,"Modelado, medición, rendimiento y evaluación cuantitativa de sistemas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",14,Tiempo real y sistemas embebidos,RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,A,rtas,https://dblp.org/db/conf/rtas/,"Tiempo real, sistemas embebidos y aplicaciones críticas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
2,Sistemas,"Sistemas, arquitectura y computación",14,Tiempo real y sistemas embebidos,RTSS,Real Time Systems Symposium,A,rtss,https://dblp.org/db/conf/rtss/,"Tiempo real, sistemas embebidos y aplicaciones críticas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,15,Ingeniería del software general y automatización,ASE,Automated Software Engineering Conference,A*,kbse,https://dblp.org/db/conf/kbse/,"Ingeniería del software, automatización, minería de repositorios y análisis de programas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,15,Ingeniería del software general y automatización,ESEM,International Symposium on Empirical Software Engineering and Measurement,A,esem,https://dblp.org/db/conf/esem/,"Ingeniería del software, automatización, minería de repositorios y análisis de programas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,15,Ingeniería del software general y automatización,FSE,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",A*,sigsoft,https://dblp.org/db/conf/sigsoft/,"Ingeniería del software, automatización, minería de repositorios y análisis de programas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,15,Ingeniería del software general y automatización,ICPC,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",A,iwpc,https://dblp.org/db/conf/iwpc/,"Ingeniería del software, automatización, minería de repositorios y análisis de programas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,15,Ingeniería del software general y automatización,ICSE,International Conference on Software Engineering,A*,icse,https://dblp.org/db/conf/icse/,"Ingeniería del software, automatización, minería de repositorios y análisis de programas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,15,Ingeniería del software general y automatización,MSR,IEEE International Working Conference on Mining Software Repositories,A,msr,https://dblp.org/db/conf/msr/,"Ingeniería del software, automatización, minería de repositorios y análisis de programas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,15,Ingeniería del software general y automatización,SANER,"IEEE International Conference on Software Analysis, Evolution and Reengineering",A,wcre,https://dblp.org/db/conf/wcre/,"Ingeniería del software, automatización, minería de repositorios y análisis de programas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,16,"Testing, mantenimiento, fiabilidad y requisitos",EASE,International Conference on Evaluation and Assessment in Software Engineering,A,ease,https://dblp.org/db/conf/ease/,"Pruebas, mantenimiento/evolución, fiabilidad, requisitos y evaluación empírica.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,16,"Testing, mantenimiento, fiabilidad y requisitos",ICSME,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",A,icsm,https://dblp.org/db/conf/icsm/,"Pruebas, mantenimiento/evolución, fiabilidad, requisitos y evaluación empírica.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,16,"Testing, mantenimiento, fiabilidad y requisitos",ICST,"International Conference on Software Testing, Verification and Validation",A,icst,https://dblp.org/db/conf/icst/,"Pruebas, mantenimiento/evolución, fiabilidad, requisitos y evaluación empírica.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,16,"Testing, mantenimiento, fiabilidad y requisitos",ISSRE,International Symposium on Software Reliability Engineering,A,issre,https://dblp.org/db/conf/issre/,"Pruebas, mantenimiento/evolución, fiabilidad, requisitos y evaluación empírica.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,16,"Testing, mantenimiento, fiabilidad y requisitos",ISSTA,International Symposium on Software Testing and Analysis,A,issta,https://dblp.org/db/conf/issta/,"Pruebas, mantenimiento/evolución, fiabilidad, requisitos y evaluación empírica.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,16,"Testing, mantenimiento, fiabilidad y requisitos",RE,IEEE International Requirements Engineering Conference,A,re,https://dblp.org/db/conf/re/,"Pruebas, mantenimiento/evolución, fiabilidad, requisitos y evaluación empírica.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,17,"Arquitectura, modelos y sistemas adaptativos",ICSA,International Conference on Software Architecture (was previously WICSA),A,icsa,https://dblp.org/db/conf/icsa/,"Arquitectura software, modelado, sistemas adaptativos y auto-gestión.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,17,"Arquitectura, modelos y sistemas adaptativos",MODELS,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",A,models,https://dblp.org/db/conf/models/,"Arquitectura software, modelado, sistemas adaptativos y auto-gestión.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,17,"Arquitectura, modelos y sistemas adaptativos",SEAMS,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,A,seams,https://dblp.org/db/conf/seams/,"Arquitectura software, modelado, sistemas adaptativos y auto-gestión.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,18,Lenguajes de programación y compiladores,CGO,International Symposium on Code Generation and Optimization,A,cgo,https://dblp.org/db/conf/cgo/,"Lenguajes, paradigmas, compiladores, generación/optimización de código.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,18,Lenguajes de programación y compiladores,ECOOP,European Conference on Object-Oriented Programming,A,ecoop,https://dblp.org/db/conf/ecoop/,"Lenguajes, paradigmas, compiladores, generación/optimización de código.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,18,Lenguajes de programación y compiladores,ESOP,European Symposium on Programming,A,esop,https://dblp.org/db/conf/esop/,"Lenguajes, paradigmas, compiladores, generación/optimización de código.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,18,Lenguajes de programación y compiladores,ICFP,International Conference on Functional Programming,A,icfp,https://dblp.org/db/conf/icfp/,"Lenguajes, paradigmas, compiladores, generación/optimización de código.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,18,Lenguajes de programación y compiladores,OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications,A,oopsla,https://dblp.org/db/conf/oopsla/,"Lenguajes, paradigmas, compiladores, generación/optimización de código.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,18,Lenguajes de programación y compiladores,PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,A*,pldi,https://dblp.org/db/conf/pldi/,"Lenguajes, paradigmas, compiladores, generación/optimización de código.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,18,Lenguajes de programación y compiladores,POPL,ACM-SIGACT Symposium on Principles of Programming Languages,A*,popl,https://dblp.org/db/conf/popl/,"Lenguajes, paradigmas, compiladores, generación/optimización de código.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,19,Métodos formales y verificación,CAV,Computer Aided Verification,A*,cav,https://dblp.org/db/conf/cav/,"Verificación, model checking, herramientas formales y análisis de sistemas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
3,Ing. del Software,Ingeniería del Software,19,Métodos formales y verificación,TACAS,Tools and Algorithms for Construction and Analysis of Systems,A,tacas,https://dblp.org/db/conf/tacas/,"Verificación, model checking, herramientas formales y análisis de sistemas.",Propuesta analítica auxiliar; no es una categoría oficial CORE/ICORE
