paper_id,dblp_key,congress,level,area,year,window,country_code,source,method,confidence,matched_by,source_work_id,doi,n_institutions_for_country
P0277938,conf/sigcse/CarmichaelJRA18,SIGCSE,A,HCI,2018,2016-2020,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159450.3159543,10.1145/3159450.3159543,
P0277964,conf/sigcse/DeLyserS17,SIGCSE,A,HCI,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159450.3162372,10.1145/3159450.3162372,
P0277965,conf/sigcse/DeLyserW17,SIGCSE,A,HCI,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159450.3162294,10.1145/3159450.3162294,
P0278000,conf/sigcse/Farmer17,SIGCSE,A,HCI,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159450.3166088,10.1145/3159450.3166088,
P0278033,conf/sigcse/HaduongB17,SIGCSE,A,HCI,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159450.3162248,10.1145/3159450.3162248,
P0278277,conf/sigcse/YangL17,SIGCSE,A,HCI,2018,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159450.3162281,10.1145/3159450.3162281,
P0278297,conf/siggraph/Angel18,SIGGRAPH,A*,HCI,2018,2016-2020,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3215641.3215649,10.1145/3215641.3215649,
P0278351,conf/siggraph/HelzleG18,SIGGRAPH,A*,HCI,2018,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3214745.3214782,10.1145/3214745.3214782,
P0278366,conf/siggraph/Kirchhof18,SIGGRAPH,A*,HCI,2018,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3215641.3215646,10.1145/3215641.3215646,
P0278374,conf/siggraph/LeeKKLY18,SIGGRAPH,A*,HCI,2018,2016-2020,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3214907.3214924,10.1145/3214907.3214924,
P0278378,conf/siggraph/Marini18,SIGGRAPH,A*,HCI,2018,2016-2020,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3214745.3214771,10.1145/3214745.3214771,
P0278420,conf/siggraph/Siegert18,SIGGRAPH,A*,HCI,2018,2016-2020,NZ,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3214745.3214759,10.1145/3214745.3214759,
P0278423,conf/siggraph/SpielmannH18,SIGGRAPH,A*,HCI,2018,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3214745.3214783,10.1145/3214745.3214783,
P0278432,conf/siggraph/UlyateBCH18,SIGGRAPH,A*,HCI,2018,2016-2020,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3209621.3214887,10.1145/3209621.3214887,
P0278476,conf/sigir/CarmelLM18,SIGIR,A*,Bases de datos,2018,2016-2020,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3209978.3210203,10.1145/3209978.3210203,
P0278595,conf/sigir/Rastogi18,SIGIR,A*,Bases de datos,2018,2016-2020,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3209978.3210211,10.1145/3209978.3210211,
P0278617,conf/sigir/SegevAA18,SIGIR,A*,Bases de datos,2018,2016-2020,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3209978.3210134,10.1145/3209978.3210134,
P0278657,conf/sigir/WongCV18,SIGIR,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3209978.3210207,10.1145/3209978.3210207,
P0278708,conf/sigmod/AntovaBCDSW18,SIGMOD,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3183713.3190652,10.1145/3183713.3190652,
P0278797,conf/sigmod/NowakiewiczBHWK18,SIGMOD,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3183713.3190658,10.1145/3183713.3190658,
P0278828,conf/sigmod/VandiverPRZSPPD18,SIGMOD,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3183713.3196938,10.1145/3183713.3196938,
P0278909,conf/gis/KooSJCJ18,SIGSPATIAL,A,Bases de datos,2018,2016-2020,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3274895.3274915,10.1145/3274895.3274915,
P0278949,conf/gis/Storandt18,SIGSPATIAL,A,Bases de datos,2018,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3274895.3274954,10.1145/3274895.3274954,
P0279273,conf/stoc/0002S18,STOC,A*,Teoría,2018,2016-2020,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188864,10.1145/3188745.3188864,
P0279273,conf/stoc/0002S18,STOC,A*,Teoría,2018,2016-2020,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188864,10.1145/3188745.3188864,
P0279274,conf/stoc/Aaronson18,STOC,A*,Teoría,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188802,10.1145/3188745.3188802,
P0279281,conf/stoc/AgrawalG018,STOC,A*,Teoría,2018,2016-2020,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188762,10.1145/3188745.3188762,
P0279294,conf/stoc/BezakovaGGS18,STOC,A*,Teoría,2018,2016-2020,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188788,10.1145/3188745.3188788,
P0279294,conf/stoc/BezakovaGGS18,STOC,A*,Teoría,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188788,10.1145/3188745.3188788,
P0279312,conf/stoc/ChristandlVZ18,STOC,A*,Teoría,2018,2016-2020,DK,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188766,10.1145/3188745.3188766,
P0279312,conf/stoc/ChristandlVZ18,STOC,A*,Teoría,2018,2016-2020,HU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188766,10.1145/3188745.3188766,
P0279312,conf/stoc/ChristandlVZ18,STOC,A*,Teoría,2018,2016-2020,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188766,10.1145/3188745.3188766,
P0279322,conf/stoc/DinurKKMS18a,STOC,A*,Teoría,2018,2016-2020,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188806,10.1145/3188745.3188806,
P0279322,conf/stoc/DinurKKMS18a,STOC,A*,Teoría,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188806,10.1145/3188745.3188806,
P0279330,conf/stoc/Fineman18,STOC,A*,Teoría,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3188745.3188926,10.1145/3188745.3188926,
P0279423,conf/siggrapha/SinghWR18,SiggraphA,A*,HCI,2018,2016-2020,NO,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3283254.3283287,10.1145/3283254.3283287,
P0279976,journals/pvldb/CaiCCCCDDDGHJLL18,VLDB,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.14778/3229863.3229870,10.14778/3229863.3229870,
P0280007,journals/pvldb/GanDTSB18,VLDB,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.14778/3236187.3236212,10.14778/3236187.3236212,
P0280013,journals/pvldb/GurajadaGZPM18,VLDB,A*,Bases de datos,2018,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.14778/3229863.3229875,10.14778/3229863.3229875,
P0280013,journals/pvldb/GurajadaGZPM18,VLDB,A*,Bases de datos,2018,2016-2020,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.14778/3229863.3229875,10.14778/3229863.3229875,
P0280077,journals/pvldb/PalkarABZ18,VLDB,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.14778/3236187.3236207,10.14778/3236187.3236207,
P0280116,journals/pvldb/VarmaR18,VLDB,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.14778/3291264.3291268,10.14778/3291264.3291268,
P0280120,journals/pvldb/WangFGHMOT18,VLDB,A*,Bases de datos,2018,2016-2020,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.14778/3213880.3213887,10.14778/3213880.3213887,
P0280168,conf/vr/BuhlerMS18,VR,A*,HCI,2018,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/VR.2018.8446346,10.1109/VR.2018.8446346,
P0280639,conf/wsdm/ChaudhariBT18,WSDM,A,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159652.3159721,10.1145/3159652.3159721,
P0280655,conf/wsdm/GamzuLS18,WSDM,A,Bases de datos,2018,2016-2020,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159652.3159698,10.1145/3159652.3159698,
P0280657,conf/wsdm/GrbovicN18,WSDM,A,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159652.3160593,10.1145/3159652.3160593,
P0280673,conf/wsdm/KenterBGDRM18,WSDM,A,Bases de datos,2018,2016-2020,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159652.3162009,10.1145/3159652.3162009,
P0280673,conf/wsdm/KenterBGDRM18,WSDM,A,Bases de datos,2018,2016-2020,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159652.3162009,10.1145/3159652.3162009,
P0280673,conf/wsdm/KenterBGDRM18,WSDM,A,Bases de datos,2018,2016-2020,RU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159652.3162009,10.1145/3159652.3162009,
P0280713,conf/wsdm/SinhaVS18,WSDM,A,Bases de datos,2018,2016-2020,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3159652.3159683,10.1145/3159652.3159683,
P0280772,conf/www/EksombatchaiJLL18,WWW,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3178876.3186183,10.1145/3178876.3186183,
P0280792,conf/www/HashimotoS18,WWW,A*,Bases de datos,2018,2016-2020,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3178876.3185992,10.1145/3178876.3185992,
P0280857,conf/www/NikolakakiMET18,WWW,A*,Bases de datos,2018,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3178876.3186112,10.1145/3178876.3186112,
P0280869,conf/www/PunjabiB18,WWW,A*,Bases de datos,2018,2016-2020,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3178876.3186148,10.1145/3178876.3186148,
P0280883,conf/www/SembiumRTS18,WWW,A*,Bases de datos,2018,2016-2020,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3178876.3186149,10.1145/3178876.3186149,
P0283448,conf/mm/Anadol19,ACMMM,A*,IA / ML,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3343031.3355700,10.1145/3343031.3355700,
P0283469,conf/mm/Chen19,ACMMM,A*,IA / ML,2019,2016-2020,TW,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3343031.3355705,10.1145/3343031.3355705,
P0283659,conf/mm/Porry19,ACMMM,A*,IA / ML,2019,2016-2020,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3343031.3355704,10.1145/3343031.3355704,
P0283708,conf/mm/WangJXX19,ACMMM,A*,IA / ML,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3343031.3356085,10.1145/3343031.3356085,
P0284523,conf/asplos/SchkufzaWR19,ASPLOS,A*,Sistemas,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3297858.3304010,10.1145/3297858.3304010,
P0285000,conf/ccs/AlmeidaBBCCGPPS19,CCS,A*,Seguridad,2019,2016-2020,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3354228,10.1145/3319535.3354228,
P0285000,conf/ccs/AlmeidaBBCCGPPS19,CCS,A*,Seguridad,2019,2016-2020,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3354228,10.1145/3319535.3354228,
P0285000,conf/ccs/AlmeidaBBCCGPPS19,CCS,A*,Seguridad,2019,2016-2020,PT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3354228,10.1145/3319535.3354228,
P0285000,conf/ccs/AlmeidaBBCCGPPS19,CCS,A*,Seguridad,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3354228,10.1145/3319535.3354228,
P0285040,conf/ccs/ChangHRRS19,CCS,A*,Seguridad,2019,2016-2020,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3353557,10.1145/3319535.3353557,
P0285040,conf/ccs/ChangHRRS19,CCS,A*,Seguridad,2019,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3353557,10.1145/3319535.3353557,
P0285040,conf/ccs/ChangHRRS19,CCS,A*,Seguridad,2019,2016-2020,SG,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3353557,10.1145/3319535.3353557,
P0285040,conf/ccs/ChangHRRS19,CCS,A*,Seguridad,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3353557,10.1145/3319535.3353557,
P0285110,conf/ccs/MallerBKM19,CCS,A*,Seguridad,2019,2016-2020,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3339817,10.1145/3319535.3339817,
P0285110,conf/ccs/MallerBKM19,CCS,A*,Seguridad,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3339817,10.1145/3319535.3339817,
P0285118,conf/ccs/MikulskisBGS19,CCS,A*,Seguridad,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3363248,10.1145/3319535.3363248,
P0285156,conf/ccs/Stewart19,CCS,A*,Seguridad,2019,2016-2020,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3363278,10.1145/3319535.3363278,
P0285165,conf/ccs/TyagiMR19,CCS,A*,Seguridad,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3319535.3354243,10.1145/3319535.3354243,
P0285439,conf/chi/GutwinKUSSV19,CHI,A*,HCI,2019,2016-2020,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3290605.3300785,10.1145/3290605.3300785,
P0285890,conf/chi/Yamanaka19,CHI,A*,HCI,2019,2016-2020,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3290605.3300800,10.1145/3290605.3300800,
P0285988,conf/cikm/AharonKLSBESSZ19,CIKM,A,Bases de datos,2019,2016-2020,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3357384.3357801,10.1145/3357384.3357801,
P0285995,conf/cikm/Apfelbaum19,CIKM,A,Bases de datos,2019,2016-2020,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3357384.3358084,10.1145/3357384.3358084,
P0286128,conf/cikm/KoLLLY19,CIKM,A,Bases de datos,2019,2016-2020,TW,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3357384.3357957,10.1145/3357384.3357957,
P0286128,conf/cikm/KoLLLY19,CIKM,A,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3357384.3357957,10.1145/3357384.3357957,
P0286262,conf/cikm/WangCCCHHLC19,CIKM,A,Bases de datos,2019,2016-2020,TW,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3357384.3357848,10.1145/3357384.3357848,
P0286350,conf/cikm/ZhaoLZWJXWM19,CIKM,A,Bases de datos,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3357384.3357813,10.1145/3357384.3357813,
P0286357,conf/cikm/ZhengWWW19,CIKM,A,Bases de datos,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3357384.3357913,10.1145/3357384.3357913,
P0286989,conf/cvpr/KhanGHB19,CVPR,A*,IA / ML,2019,2016-2020,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/CVPR.2019.00997,10.1109/CVPR.2019.00997,
P0287023,conf/cvpr/KreissBA19,CVPR,A*,IA / ML,2019,2016-2020,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/CVPR.2019.01225,10.1109/CVPR.2019.01225,
P0287294,conf/cvpr/ParkL19,CVPR,A*,IA / ML,2019,2016-2020,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/CVPR.2019.00603,10.1109/CVPR.2019.00603,
P0289262,conf/foga/KhalidovORT19,FOGA,A,IA / ML,2019,2016-2020,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3299904.3340312,10.1145/3299904.3340312,
P0289271,conf/fpga/BandaraEKK19,FPGA,A,Sistemas,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3289602.3293991,10.1145/3289602.3293991,
P0289290,conf/fpga/DuttaYMMR19,FPGA,A,Sistemas,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3289602.3293926,10.1145/3289602.3293926,
P0289314,conf/fpga/Konda19,FPGA,A,Sistemas,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3289602.3293998,10.1145/3289602.3293998,
P0289315,conf/fpga/Konda19a,FPGA,A,Sistemas,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3289602.3293999,10.1145/3289602.3293999,
P0289451,conf/gecco/DoerrDL19,GECCO,A,IA / ML,2019,2016-2020,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3321707.3321733,10.1145/3321707.3321733,
P0289451,conf/gecco/DoerrDL19,GECCO,A,IA / ML,2019,2016-2020,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3321707.3321733,10.1145/3321707.3321733,
P0289859,conf/hotos/AlpKFF19,HotOS,A,Sistemas,2019,2016-2020,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3317550.3321448,10.1145/3317550.3321448,
P0292289,conf/icer/Danielak19,ICER,A,HCI,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3291279.3339424,10.1145/3291279.3339424,
P0292290,conf/icer/DeLyserWWB19,ICER,A,HCI,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3291279.3341206,10.1145/3291279.3341206,
P0293696,conf/icra/DongGRY019,ICRA,A*,IA / ML,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ICRA.2019.8794315,10.1109/ICRA.2019.8794315,
P0293696,conf/icra/DongGRY019,ICRA,A*,IA / ML,2019,2016-2020,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ICRA.2019.8794315,10.1109/ICRA.2019.8794315,
P0295043,conf/ijcai/0002SZ19,IJCAI,A*,IA / ML,2019,2016-2020,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/786,10.24963/ijcai.2019/786,
P0295078,conf/ijcai/AndreychukYAS19,IJCAI,A*,IA / ML,2019,2016-2020,RU,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/6,10.24963/ijcai.2019/6,
P0295137,conf/ijcai/BroelemannK19,IJCAI,A*,IA / ML,2019,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/281,10.24963/ijcai.2019/281,
P0295216,conf/ijcai/CorreaB19,IJCAI,A*,IA / ML,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/230,10.24963/ijcai.2019/230,
P0295232,conf/ijcai/DeyMNS19,IJCAI,A*,IA / ML,2019,2016-2020,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/34,10.24963/ijcai.2019/34,
P0295250,conf/ijcai/ElkindGORV19,IJCAI,A*,IA / ML,2019,2016-2020,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/37,10.24963/ijcai.2019/37,
P0295341,conf/ijcai/HanooshLM19,IJCAI,A*,IA / ML,2019,2016-2020,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/945,10.24963/ijcai.2019/945,
P0295359,conf/ijcai/HollerBBB19,IJCAI,A*,IA / ML,2019,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/857,10.24963/ijcai.2019/857,
P0295363,conf/ijcai/Hosoya19,IJCAI,A*,IA / ML,2019,2016-2020,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/348,10.24963/ijcai.2019/348,
P0295584,conf/ijcai/Michaliszyn019,IJCAI,A*,IA / ML,2019,2016-2020,PL,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/659,10.24963/ijcai.2019/659,
P0295611,conf/ijcai/ParkKPSK19,IJCAI,A*,IA / ML,2019,2016-2020,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/822,10.24963/ijcai.2019/822,
P0295632,conf/ijcai/QinTJZWL19,IJCAI,A*,IA / ML,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/958,10.24963/ijcai.2019/958,
P0295632,conf/ijcai/QinTJZWL19,IJCAI,A*,IA / ML,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/958,10.24963/ijcai.2019/958,
P0295649,conf/ijcai/Rienstra19,IJCAI,A*,IA / ML,2019,2016-2020,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/798,10.24963/ijcai.2019/798,
P0295661,conf/ijcai/Sanneman19,IJCAI,A*,IA / ML,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/917,10.24963/ijcai.2019/917,
P0295764,conf/ijcai/VermaLKBL19,IJCAI,A*,IA / ML,2019,2016-2020,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/504,10.24963/ijcai.2019/504,
P0295931,conf/ijcai/ZamirSSGMS19,IJCAI,A*,IA / ML,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.24963/ijcai.2019/871,10.24963/ijcai.2019/871,
P0296661,conf/iros/HanLDL19,IROS,A,IA / ML,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS40897.2019.8968467,10.1109/IROS40897.2019.8968467,
P0296674,conf/iros/HectorGSH19,IROS,A,IA / ML,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS40897.2019.8968606,10.1109/IROS40897.2019.8968606,
P0296703,conf/iros/HuaSNWCL19,IROS,A,IA / ML,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS40897.2019.8968038,10.1109/IROS40897.2019.8968038,
P0297093,conf/iros/SekiyaOK19,IROS,A,IA / ML,2019,2016-2020,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS40897.2019.8967795,10.1109/IROS40897.2019.8967795,
P0297324,conf/iros/ZhuQRX19,IROS,A,IA / ML,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS40897.2019.8967811,10.1109/IROS40897.2019.8967811,
P0297542,conf/issta/GhanbariBZ19,ISSTA,A,Ing. del Software,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3293882.3330559,10.1145/3293882.3330559,
P0298770,conf/kdd/AharonSSSTVD19,KDD,A*,Bases de datos,2019,2016-2020,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330740,10.1145/3292500.3330740,
P0298781,conf/kdd/BernardiME19,KDD,A*,Bases de datos,2019,2016-2020,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330744,10.1145/3292500.3330744,
P0298785,conf/kdd/Bradley19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3340407,10.1145/3292500.3340407,
P0298789,conf/kdd/ChakrabortyF19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330718,10.1145/3292500.3330718,
P0298791,conf/kdd/Chellapilla19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3340409,10.1145/3292500.3340409,
P0298846,conf/kdd/Grewal19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3340401,10.1145/3292500.3340401,
P0298847,conf/kdd/GrislainPT19,KDD,A*,Bases de datos,2019,2016-2020,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330749,10.1145/3292500.3330749,
P0298854,conf/kdd/HaldarARXYDZBTC19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330658,10.1145/3292500.3330658,
P0298883,conf/kdd/JiangYBLWM19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330772,10.1145/3292500.3330772,
P0298933,conf/kdd/LiuWXLY19,KDD,A*,Bases de datos,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330683,10.1145/3292500.3330683,
P0298957,conf/kdd/OchiaiSYTF19,KDD,A*,Bases de datos,2019,2016-2020,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330669,10.1145/3292500.3330669,
P0298973,conf/kdd/Qin0Y19,KDD,A*,Bases de datos,2019,2016-2020,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3332299,10.1145/3292500.3332299,
P0298973,conf/kdd/Qin0Y19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3332299,10.1145/3292500.3332299,
P0298979,conf/kdd/Ranganathan19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3340405,10.1145/3292500.3340405,
P0299134,conf/kdd/ZhuangL19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330671,10.1145/3292500.3330671,
P0299139,conf/kdd/deWetO19,KDD,A*,Bases de datos,2019,2016-2020,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3292500.3330714,10.1145/3292500.3330714,
P0299195,conf/lak/ReillyD19,LAK,A,IA / ML,2019,2016-2020,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3303772.3303832,10.1145/3303772.3303832,
P0300307,conf/micro/KwonLR19,MICRO,A*,Sistemas,2019,2016-2020,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3352460.3358284,10.1145/3352460.3358284,
P0300354,conf/mmsys/AssalTGD19,MMSys,A,Redes,2019,2016-2020,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3304109.3323839,10.1145/3304109.3323839,
P0300362,conf/mmsys/Dijkstra-Soudarissanane19,MMSys,A,Redes,2019,2016-2020,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3304109.3323838,10.1145/3304109.3323838,
