venue,conference_name,core_year,level,level_in_file,ranking_version_in_file,source_file,source_venue_col,undifferentiated_2010
RE,IEEE International Requirements Engineering Conference,2023,A,A,CORE2023,COREA-2023.csv,2,False
MSR,IEEE International Working Conference on Mining Software Repositories,2023,A,A,CORE2023,COREA-2023.csv,2,False
RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,2023,A,A,CORE2023,COREA-2023.csv,2,False
IEEE VIS,IEEE Visualization,2023,A,A,CORE2023,COREA-2023.csv,2,False
WACV,IEEE Workshop on Applications of Computer Vision,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,2023,A,A,CORE2023,COREA-2023.csv,2,False
DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,2023,A,A,CORE2023,COREA-2023.csv,2,False
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,2023,A,A,CORE2023,COREA-2023.csv,2,False
ITCS,Innovations in Theoretical Computer Science,2023,A,A,CORE2023,COREA-2023.csv,2,False
ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICALP,International Colloquium on Automata Languages and Programming,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICER,International Computing Education Research Workshop,2023,A,A,CORE2023,COREA-2023.csv,2,False
SC,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",2023,A,A,CORE2023,COREA-2023.csv,2,False
BPM,International Conference in Business Process Management,2023,A,A,CORE2023,COREA-2023.csv,2,False
CaiSE,International Conference on Advanced Information Systems Engineering,2023,A,A,CORE2023,COREA-2023.csv,2,False
AISTATS,International Conference on Artificial Intelligence and Statistics,2023,A,A,CORE2023,COREA-2023.csv,2,False
AIED,International Conference on Artificial Intelligence in Education,2023,A,A,CORE2023,COREA-2023.csv,2,False
CADE,International Conference on Automated Deduction,2023,A,A,CORE2023,COREA-2023.csv,2,False
ER,International Conference on Conceptual Modelling,2023,A,A,CORE2023,COREA-2023.csv,2,False
CONCUR,International Conference on Concurrency Theory,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICDT,International Conference on Database Theory,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICDCS,International Conference on Distributed Computing Systems,2023,A,A,CORE2023,COREA-2023.csv,2,False
EASE,International Conference on Evaluation and Assessment in Software Engineering,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICFP,International Conference on Functional Programming,2023,A,A,CORE2023,COREA-2023.csv,2,False
IUI,International Conference on Intelligent User Interfaces,2023,A,A,CORE2023,COREA-2023.csv,2,False
LAK,International Conference on Learning Analytics and Knowledge,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICLP,International Conference on Logic Programming,2023,A,A,CORE2023,COREA-2023.csv,2,False
MODELS,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",2023,A,A,CORE2023,COREA-2023.csv,2,False
CP,International Conference on Principles and Practice of Constraint Programming,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICSOC,International Conference on Service Oriented Computing,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICSA,International Conference on Software Architecture (was previously WICSA),2023,A,A,CORE2023,COREA-2023.csv,2,False
ICST,"International Conference on Software Testing, Verification and Validation",2023,A,A,CORE2023,COREA-2023.csv,2,False
ASIACRYPT,International Conference on the Theory and Application of Cryptology and Information Security,2023,A,A,CORE2023,COREA-2023.csv,2,False
SAT,International Conference on Theory and Applications of Satisfiability Testing,2023,A,A,CORE2023,COREA-2023.csv,2,False
ICWSM,International Conference on Web and Social Media,2023,A,A,CORE2023,COREA-2023.csv,2,False
IJCAR,International Joint Conference on Automated Reasoning,2023,A,A,CORE2023,COREA-2023.csv,2,False
ISWC,International Semantic Web Conference,2023,A,A,CORE2023,COREA-2023.csv,2,False
ISAAC,International Symposium on Algorithms and Computation,2023,A,A,CORE2023,COREA-2023.csv,2,False
CGO,International Symposium on Code Generation and Optimization,2023,A,A,CORE2023,COREA-2023.csv,2,False
SoCG,International Symposium on Computational Geometry,2023,A,A,CORE2023,COREA-2023.csv,2,False
DISC,International Symposium on Distributed Computing (was WDAG),2023,A,A,CORE2023,COREA-2023.csv,2,False
ESEM,International Symposium on Empirical Software Engineering and Measurement,2023,A,A,CORE2023,COREA-2023.csv,2,False
FM,International Symposium on Formal Methods (was Formal Methods Europe FME),2023,A,A,CORE2023,COREA-2023.csv,2,False
MFCS,International Symposium on Mathematical Foundations of Computer Science,2023,A,A,CORE2023,COREA-2023.csv,2,False
SEAMS,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,2023,A,A,CORE2023,COREA-2023.csv,2,False
ISSRE,International Symposium on Software Reliability Engineering,2023,A,A,CORE2023,COREA-2023.csv,2,False
ISSTA,International Symposium on Software Testing and Analysis,2023,A,A,CORE2023,COREA-2023.csv,2,False
ISSAC,International Symposium on Symbolic and Algebraic Computation,2023,A,A,CORE2023,COREA-2023.csv,2,False
STACS,International Symposium on Theoretical Aspects of Computer Science,2023,A,A,CORE2023,COREA-2023.csv,2,False
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,2023,A,A,CORE2023,COREA-2023.csv,2,False
IMC,Internet Measurement Conference,2023,A,A,CORE2023,COREA-2023.csv,2,False
Interspeech,Interspeech (combined EuroSpeech and ICSLP in 2000),2023,A,A,CORE2023,COREA-2023.csv,2,False
JELIA,"Logics in Artificial Intelligence, European Conference",2023,A,A,CORE2023,COREA-2023.csv,2,False
MICCAI,Medical Image Computing and Computer-Assisted Intervention,2023,A,A,CORE2023,COREA-2023.csv,2,False
NAACL,North American Association for Computational Linguistics,2023,A,A,CORE2023,COREA-2023.csv,2,False
PPSN,Parallel Problem Solving from Nature,2023,A,A,CORE2023,COREA-2023.csv,2,False
PETS,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),2023,A,A,CORE2023,COREA-2023.csv,2,False
SDM,SIAM International Conference on Data Mining,2023,A,A,CORE2023,COREA-2023.csv,2,False
RAID,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",2023,A,A,CORE2023,COREA-2023.csv,2,False
TARK,Theoretical Aspects of Rationality and Knowledge,2023,A,A,CORE2023,COREA-2023.csv,2,False
TCC,Theory of Cryptography Conference,2023,A,A,CORE2023,COREA-2023.csv,2,False
TACAS,Tools and Algorithms for Construction and Analysis of Systems,2023,A,A,CORE2023,COREA-2023.csv,2,False
USENIX,Usenix Annual Technical Conference,2023,A,A,CORE2023,COREA-2023.csv,2,False
HotOS,USENIX Workshop on Hot Topics in Operating Systems,2023,A,A,CORE2023,COREA-2023.csv,2,False
ALENEX,Workshop on Algorithm Engineering and Experiments,2023,A,A,CORE2023,COREA-2023.csv,2,False
CHES,Workshop on Cryptographic Hardware and Embedded Systems,2023,A,A,CORE2023,COREA-2023.csv,2,False
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
CCS,ACM Conference on Computer and Communications Security,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
EC,ACM Conference on Economics and Computation,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
SENSYS,ACM Conference on Embedded Networked Sensor Systems,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
KDD,ACM International Conference on Knowledge Discovery and Data Mining,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
MOBICOM,ACM International Conference on Mobile Computing and Networking,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
FSE,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ISCA,ACM International Symposium on Computer Architecture,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ACMMM,ACM Multimedia,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
SIGMOD,ACM Special Interest Group on Management of Data Conference,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
PODC,ACM Symposium on Principles of Distributed Computing,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
STOC,ACM Symposium on Theory of Computing,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
UIST,ACM Symposium on User Interface Software and Technology,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
SODA,ACM/SIAM Symposium on Discrete Algorithms,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
CRYPTO,Advances in Cryptology,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ACL,Association for Computational Linguistics,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ASE,Automated Software Engineering Conference,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
CAV,Computer Aided Verification,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
COLT,Conference on Learning Theory,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
EMNLP,Empirical Methods in Natural Language Processing,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ECCV,European Conference on Computer Vision,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
VR,IEEE Conference on Virtual Reality and 3D User Interfaces,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
INFOCOM,IEEE International Conference on Computer Communications,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ICCV,IEEE International Conference on Computer Vision,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ICDM,IEEE International Conference on Data Mining,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ICRA,IEEE International Conference on Robotics and Automation,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
FOCS,IEEE Symposium on Foundations of Computer Science,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
LICS,IEEE Symposium on Logic in Computer Science,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
SP,IEEE Symposium on Security and Privacy,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
IPSN,Information Processing in Sensor Networks,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ICAPS,International Conference on Automated Planning and Scheduling,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ICDE,International Conference on Data Engineering,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
CHI,International Conference on Human Factors in Computing Systems,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ICLR,International Conference on Learning Representations,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ICML,International Conference on Machine Learning,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
ICSE,International Conference on Software Engineering,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
VLDB,International Conference on Very Large Databases,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
IJCAI,International Joint Conference on Artificial Intelligence,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
HPCA,International Symposium on High Performance Computer Architecture,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
WWW,International World Wide Web Conference,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
SIGMETRICS,Measurement and Modeling of Computer Systems,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
AAAI,National Conference of the American Association for Artificial Intelligence,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
RTSS,Real Time Systems Symposium,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
NDSS,Usenix Network and Distributed System Security Symposium,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
USENIX-Security,Usenix Security Symposium,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2023,A*,A*,CORE2023,COREAstar-2023.csv,2,False
CSCW,ACM Conference on Computer Supported Cooperative Work,2026,A,A,ICORE2026,COREA-2026.csv,2,False
OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications,2026,A,A,ICORE2026,COREA-2026.csv,2,False
FPGA,ACM Int'l Symposium on Field Programmable Gate Arrays,2026,A,A,ICORE2026,COREA-2026.csv,2,False
SIGSPATIAL,ACM International Conference on Advances in Geographic Information Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,2026,A,A,ICORE2026,COREA-2026.csv,2,False
CIKM,ACM International Conference on Information and Knowledge Management,2026,A,A,ICORE2026,COREA-2026.csv,2,False
RecSys,ACM International Conference on Recommender Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICS,ACM International Conference on Supercomputing,2026,A,A,ICORE2026,COREA-2026.csv,2,False
WSDM,ACM International Conference on Web Search and Data Mining,2026,A,A,ICORE2026,COREA-2026.csv,2,False
HPDC,ACM International Symposium on High Performance Distributed Computing,2026,A,A,ICORE2026,COREA-2026.csv,2,False
MMSys,ACM Multimedia Systems Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
Mobisys,"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",2026,A,A,ICORE2026,COREA-2026.csv,2,False
SIGCSE,ACM Special Interest Group on Computer Science Education Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
MSWIM,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",2026,A,A,ICORE2026,COREA-2026.csv,2,False
Middleware,ACM/IFIP/USENIX International Middleware Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ACSAC,Annual Computer Security Applications Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
AsiaCCS,"Asia Conference on Information, Computer and Communications Security",2026,A,A,ICORE2026,COREA-2026.csv,2,False
BMVC,British Machine Vision Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
UAI,Conference in Uncertainty in Artificial Intelligence,2026,A,A,ICORE2026,COREA-2026.csv,2,False
FAST,Conference on File and Storage Technologies,2026,A,A,ICORE2026,COREA-2026.csv,2,False
CIDR,Conference on Innovative Data Systems Research,2026,A,A,ICORE2026,COREA-2026.csv,2,False
DATE,"Design, Automation and Test in Europe Conference",2026,A,A,ICORE2026,COREA-2026.csv,2,False
DIS,Designing Interactive Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
EACL,European Association for Computational Linguistics,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ECAI,European Conference on Artificial Intelligence,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ECIR,European Conference on Information Retrieval,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),2026,A,A,ICORE2026,COREA-2026.csv,2,False
ECOOP,European Conference on Object-Oriented Programming,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ESA,European Symposium on Algorithms,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ESOP,European Symposium on Programming,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ESORICS,European Symposium On Research In Computer Security,2026,A,A,ICORE2026,COREA-2026.csv,2,False
EuroSys,Eurosys Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
FC,Financial Cryptography and Data Security Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
FOGA,Foundations of Genetic Algorithms,2026,A,A,ICORE2026,COREA-2026.csv,2,False
GECCO,Genetic and Evolutionary Computations,2026,A,A,ICORE2026,COREA-2026.csv,2,False
GD,Graph Drawing,2026,A,A,ICORE2026,COREA-2026.csv,2,False
CSF,IEEE Computer Security Foundations Symposium (was CSFW),2026,A,A,ICORE2026,COREA-2026.csv,2,False
CCC,IEEE Conference on Computational Complexity,2026,A,A,ICORE2026,COREA-2026.csv,2,False
EuroS&P,IEEE European Symposium on Security and Privacy,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICDAR,IEEE International Conference on Document Analysis and Recognition,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICME,IEEE International Conference on Multimedia and Expo,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICPC,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",2026,A,A,ICORE2026,COREA-2026.csv,2,False
SANER,"IEEE International Conference on Software Analysis, Evolution and Reengineering",2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICSME,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICWS,IEEE International Conference on Web Services,2026,A,A,ICORE2026,COREA-2026.csv,2,False
IPDPS,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),2026,A,A,ICORE2026,COREA-2026.csv,2,False
RE,IEEE International Requirements Engineering Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ITC,IEEE International Test Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
MSR,IEEE International Working Conference on Mining Software Repositories,2026,A,A,ICORE2026,COREA-2026.csv,2,False
RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,2026,A,A,ICORE2026,COREA-2026.csv,2,False
IEEE VIS,IEEE Visualization,2026,A,A,ICORE2026,COREA-2026.csv,2,False
WACV,IEEE Workshop on Applications of Computer Vision,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ISLPED,IEEE/ACM International Symposium on Low Power Electronics and Design,2026,A,A,ICORE2026,COREA-2026.csv,2,False
DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,2026,A,A,ICORE2026,COREA-2026.csv,2,False
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ITCS,Innovations in Theoretical Computer Science,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ISMB,Intelligent Systems in Molecular Biology,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICER,International Computing Education Research Workshop,2026,A,A,ICORE2026,COREA-2026.csv,2,False
SC,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",2026,A,A,ICORE2026,COREA-2026.csv,2,False
BPM,International Conference in Business Process Management,2026,A,A,ICORE2026,COREA-2026.csv,2,False
CaiSE,International Conference on Advanced Information Systems Engineering,2026,A,A,ICORE2026,COREA-2026.csv,2,False
AISTATS,International Conference on Artificial Intelligence and Statistics,2026,A,A,ICORE2026,COREA-2026.csv,2,False
AIED,International Conference on Artificial Intelligence in Education,2026,A,A,ICORE2026,COREA-2026.csv,2,False
CADE,International Conference on Automated Deduction,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ER,International Conference on Conceptual Modelling,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICDT,International Conference on Database Theory,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICDCS,International Conference on Distributed Computing Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
EASE,International Conference on Evaluation and Assessment in Software Engineering,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICFP,International Conference on Functional Programming,2026,A,A,ICORE2026,COREA-2026.csv,2,False
IUI,International Conference on Intelligent User Interfaces,2026,A,A,ICORE2026,COREA-2026.csv,2,False
LAK,International Conference on Learning Analytics and Knowledge,2026,A,A,ICORE2026,COREA-2026.csv,2,False
MODELS,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",2026,A,A,ICORE2026,COREA-2026.csv,2,False
CP,International Conference on Principles and Practice of Constraint Programming,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICSOC,International Conference on Service Oriented Computing,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICSA,International Conference on Software Architecture (was previously WICSA),2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICST,"International Conference on Software Testing, Verification and Validation",2026,A,A,ICORE2026,COREA-2026.csv,2,False
ASIACRYPT,International Conference on the Theory and Application of Cryptology and Information Security,2026,A,A,ICORE2026,COREA-2026.csv,2,False
SAT,International Conference on Theory and Applications of Satisfiability Testing,2026,A,A,ICORE2026,COREA-2026.csv,2,False
UMAP,"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)",2026,A,A,ICORE2026,COREA-2026.csv,2,False
ICWSM,International Conference on Web and Social Media,2026,A,A,ICORE2026,COREA-2026.csv,2,False
IJCAR,International Joint Conference on Automated Reasoning,2026,A,A,ICORE2026,COREA-2026.csv,2,False
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2026,A,A,ICORE2026,COREA-2026.csv,2,False
ISWC,International Semantic Web Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
CGO,International Symposium on Code Generation and Optimization,2026,A,A,ICORE2026,COREA-2026.csv,2,False
DISC,International Symposium on Distributed Computing (was WDAG),2026,A,A,ICORE2026,COREA-2026.csv,2,False
ESEM,International Symposium on Empirical Software Engineering and Measurement,2026,A,A,ICORE2026,COREA-2026.csv,2,False
SEAMS,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ISSRE,International Symposium on Software Reliability Engineering,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ISSTA,International Symposium on Software Testing and Analysis,2026,A,A,ICORE2026,COREA-2026.csv,2,False
STACS,International Symposium on Theoretical Aspects of Computer Science,2026,A,A,ICORE2026,COREA-2026.csv,2,False
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,2026,A,A,ICORE2026,COREA-2026.csv,2,False
IMC,Internet Measurement Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
Interspeech,Interspeech (combined EuroSpeech and ICSLP in 2000),2026,A,A,ICORE2026,COREA-2026.csv,2,False
MICCAI,Medical Image Computing and Computer-Assisted Intervention,2026,A,A,ICORE2026,COREA-2026.csv,2,False
NAACL,North American Association for Computational Linguistics,2026,A,A,ICORE2026,COREA-2026.csv,2,False
PPSN,Parallel Problem Solving from Nature,2026,A,A,ICORE2026,COREA-2026.csv,2,False
PETS,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),2026,A,A,ICORE2026,COREA-2026.csv,2,False
RTSS,Real Time Systems Symposium,2026,A,A,ICORE2026,COREA-2026.csv,2,False
SDM,SIAM International Conference on Data Mining,2026,A,A,ICORE2026,COREA-2026.csv,2,False
SOUPS,Symposium On Usable Privacy and Security,2026,A,A,ICORE2026,COREA-2026.csv,2,False
RAID,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",2026,A,A,ICORE2026,COREA-2026.csv,2,False
TACAS,Tools and Algorithms for Construction and Analysis of Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
USENIX,Usenix Annual Technical Conference,2026,A,A,ICORE2026,COREA-2026.csv,2,False
HotOS,USENIX Workshop on Hot Topics in Operating Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
ALENEX,Workshop on Algorithm Engineering and Experiments,2026,A,A,ICORE2026,COREA-2026.csv,2,False
CHES,Workshop on Cryptographic Hardware and Embedded Systems,2026,A,A,ICORE2026,COREA-2026.csv,2,False
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
CCS,ACM Conference on Computer and Communications Security,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
EC,ACM Conference on Economics and Computation,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
KDD,ACM International Conference on Knowledge Discovery and Data Mining,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
MOBICOM,ACM International Conference on Mobile Computing and Networking,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
FSE,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ISCA,ACM International Symposium on Computer Architecture,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
ACMMM,ACM Multimedia,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SIGMOD,ACM Special Interest Group on Management of Data Conference,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
PODC,ACM Symposium on Principles of Distributed Computing,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
STOC,ACM Symposium on Theory of Computing,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
UIST,ACM Symposium on User Interface Software and Technology,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
HRI,ACM/IEEE International Conference on Human-Robot Interaction,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
SODA,ACM/SIAM Symposium on Discrete Algorithms,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
CRYPTO,Advances in Cryptology,2026,A*,A*,ICORE2026,COREAstar-2026.csv,2,False
